id,sona,hierarhia_id,sort
902,Õhtu ilu (?),746,2
903,Õhtul ilu.,746,2
904,Püssil püüd,12,2
905,Püssil,12,2
906,(Neid pole püssil püütav),12,2
907,Püssi ja paeltega neiusid püüdmas,982,2
908,Vanapoiste pilge,914,2
909,Ketra Liisu,985,2
910,"Ketra, Liisu",985,2
911,"Ketra, Liisu!",985,2
912,"Ketra, tütar!",985,2
913,Ketra Liisi,985,2
914,Ketra tütar,985,2
915,Varesele valu,461,2
916,Tore sõit,826,2
917,Midrilind,380,2
918,Imelik maja,647,2
919,Imelik linn,647,2
920,Imelik linn (maja),647,2
921,Neiu (imelik) linn,647,2
922,Imelik maja (~ linn),647,2
923,Imelik maja (linn),647,2
924,Neiu linn,647,2
925,Rannas saab värsket kala,848,2
926,Rannanaised söövad head kala,848,2
927,Täid kaladeks,559,2
928,Täidest kalad,559,2
929,Täid - kaladeks,559,2
930,Täid kalad,559,2
931,Täid kaladeks.,559,2
932,Kalamehe naine,993,2
933,Kalajõgi,514,2
934,Oleks,915,2
936,Oleks see mees minul,915,2
937,Oleks see mees,915,2
938,Oleks see mees minu,915,2
939,Oleks see mees meil,915,2
940,Oleks see mees minul.,915,2
941,Oleks sa mullu mulle tulnud,711,2
942,Oleks sa mullu tulnud,711,2
943,Oleks see mees minula,915,2
944,Oleks see mees minulla,915,2
945,Oleks see mees minule,915,2
947,Oleks see neiu minu,333,2
948,Oleks see neiu minul,333,2
949,Oleks see näio minu,333,2
950,Oleks see neid minu,333,2
951,Soome sild - oleks see mees minu,915,2
952,Soome sild - oleks see mees minul,915,2
953,Pane see tütar mehele,994,2
954,Pane see tütar minule,994,2
955,Naine Narvast sureb teel,995,2
956,Naine suri Narva teele,995,2
957,Naine Narvast,996,2
958,Naine kaugelt Narvast,996,2
959,Narvast naine,996,2
960,Võtan naise Narvast,996,2
961,Kaugelt Narvast naine,996,2
962,Narva neiud,996,2
963,Narvast naist tooma,996,2
964,Pisikene naine Narvast,996,2
965,Mere pühkimine,998,2
966,Merepühkimine,998,2
967,Nutust järv,838,2
968,Pisarate järv,838,2
969,Pisaratest järv,838,2
970,Tiik / Nutust järv,838,2
971,Pisaratest kalajärv,838,2
972,Kolm välja,376,2
973,Kosilane korratus talus,999,2
974,Kosilane laisa talus,999,2
975,Kosilane laisas peres,999,2
976,Kosilane laisas talus,999,2
977,Kubjas ahju,642,2
978,Siga rikkus Riia,1000,2
979,Meri - luust sõrmus,571,2
980,Luust sõrmus,571,2
981,Meri-luust sõrmus,571,2
982,Meri-neiu-luust sõrmus,571,2
983,Meriluust sõrmus,571,2
984,Meri - sõrmus,571,2
985,Meri-luust sõrmus.,571,2
986,"Meri- neiu, luust sõrmus",571,2
988,"Meri - neiu, luust sõrmus",571,2
989,Meri - kalaluust sõrmus,571,2
990,Meri - puu - sõrmus,571,2
991,Meri - tamm - sõrmus,571,2
992,"Meri, tamm, kalaluust sõrmus",571,2
993,Sõrmus,571,2
994,Kalaluust sõrmus,571,2
995,Meri ja luust sõlg,571,2
996,Meri - sõlg,571,2
997,Meri õue all,1002,2
998,Meri õues,1002,2
999,Aidavõti,880,2
1000,Tütar läheb aita ehtima,880,2
1001,Aita ehtima,880,2
1002,Memm läks aita,344,2
1003,Neiuhulk laiali,673,2
1004,Neiuhulk laiali.,673,2
1005,Neiuhulk viidud mehele,673,2
1006,Neiuhulka laiali,673,2
1007,Neiuhulk viidud ja kasvamas,673,2
1008,Neiuhulk kadunud,673,2
1009,Sirbiviskamine,907,2
1010,"Sirbiviskamine - Sirise, sirbike",907,2
1011,Sirise  sirbikene,907,2
1012,Sirise sirbike,907,2
1013,Sirise sirbike!,907,2
1014,Sirise sirbikene,907,2
1015,"Sirise, sirbike",907,2
1016,"Sirise, sirbike!",907,2
1017,"Sirise, sirbikene",907,2
1018,"Sirise, sirbikene!",907,2
1019,Hoiatus mõisanaise eest,1004,2
1020,Hoiatus mõisanaise eest.,1004,2
1021,Hoiatus mõisanaisest,1004,2
1022,Hoiatus linna- ja mõisanaisest,1003,2
1023,Ema ja naise hoolel,1005,2
1024,Ema ja naise kodus,1005,2
1025,Parmu matus,516,2
1026,Neiu ja poisi matus,887,2
1027,Neiu ja peiu matus,887,2
1028,Neiu ja vanapoisi matus,983,2
1029,Neiu matus - peiu matus,887,2
1030,Neiu matus ja poisi matus,887,2
1031,Parmumatus,516,2
1032,Poisi ja neiu matus,887,2
1033,Peiu matus - neiu matus,887,2
1034,Peiu ja neiu matus,887,2
1035,Poisi matus - neiu matus,887,2
1036,Vanatüdruku ja vanapoisi matus,983,2
1037,Vanapoisi ja -tüdruku matus,983,2
1038,Peiu matus,887,2
1039,Poisi matus,887,2
1040,Poiste matus,887,2
1041,Vanapoisi ja vanatüdruku matus,983,2
1042,Neiu ja peiu matmine,887,2
1043,Neiu ja poisi matmine,887,2
1044,Meie ja teie poisid,604,2
1045,Meie ja teie noored mehed,604,2
1046,Meie ja teie poisid kirikuteel,604,2
1047,Meie ja teie küla poisid,604,2
1048,Meie ja teie noored poisid,604,2
1049,Meie ja teie mehed,604,2
1050,Meie ja teie nooredmehed,604,2
1051,Meie ja teie peiud,604,2
1052,Teng,858,2
1053,Teng - hobu,858,2
1054,Teng - hobu - naine,858,2
1055,Teng - hobu - naine.,858,2
1056,"Teng - hobu, naine",858,2
1057,Teng - hobune - naine,858,2
1058,Teng-hobu-naine,858,2
1059,"Teng- hobu, naine",858,2
1060,Tenga leidsin,858,2
1061,"Teng-hobu, naine",858,2
1062,"Teng, hobu, naine",858,2
1063,"Teng, hobu, sadul",858,2
1064,"Teng, naine, hobu",858,2
1065,Küla ütel peksa naine,847,2
1066,Pere käseb naist peksa,847,2
1067,Pere ütel peksa naine,847,2
1068,"Pere ütel, peksa naine",847,2
1069,"Pere ütel, peksa naist",847,2
1071,Pere ütles peksa naine,847,2
1072,Pere ütles peksa naist,847,2
1073,"Pere ütles, peksa naine",847,2
1074,"Pere ütles, peksa naist",847,2
1075,Pere ütles: peksa naist,847,2
1076,Peksa naist!,847,2
1077,Peksa naist,847,2
1078,Tule koju,1009,2
1079,Põdra tapja,537,2
1080,Põdratapja,537,2
1081,Põdra tapmine,537,2
1082,"Hää mees, kuri mees",545,2
1083,Kuri ja hää mees,545,2
1084,Orja palk,770,2
1085,Laulik tahab palka,459,2
1086,Lauliku palk,459,2
1087,Laulikule palka,459,2
1088,Laulja tahab palka,459,2
1089,Orja palk.,770,2
1090,Tütar ei saa tööst palka,1018,2
1091,Miks poisse põlgate,828,2
1092,Uhkus,831,2
1093,"Poiste uhkus lõpeb, kui naise võtavad",1019,2
1094,Näljavöö,833,2
1095,"Kubjas, lase lõunale",369,2
1097,Lase lapsed lõunale,369,2
1099,Küla ütel - suude sulg,458,2
1100,Suude sulg,458,2
1101,Lauliku soost - suude sulg,458,2
1102,Suude sulg ?,458,2
1103,Ei ole suu sulgejat,980,2
1104,Nüüd pole suul sulgejat,980,2
1105,Pole suu sulgejaid,980,2
1106,Pole suu sulgejat,980,2
1107,Pole suu sulgujat,980,2
1109,Lauliku sõim,476,2
1110,Kubja sõim,370,2
1111,Lauliku sõimamine,476,2
1112,Lauliku sõimusõnad,476,2
1113,Laulikute sõim,476,2
1114,Sõimulaul,1023,2
1115,Sõimu l.,1023,2
1116,Sõim,1023,2
1117,Rikas sõimab,835,2
1118,Sõima suu,1023,2
1119,Rikas sõimab.,835,2
1120,Sõim - halb laulik,1023,2
1121,Sõim ?,1023,2
1122,Sõimajale,1023,2
1123,Surma sõimamine,759,2
1124,Sõimu laul,1023,2
1126,Rikkas sõimab reeks,835,2
1127,Surma sõim,759,2
1128,Sõimu sõna,1023,2
1129,Sõimusõnad,1023,2
1130,Hoiatus pika naise eest,1027,2
1131,Hoiatus pikast naisest,1027,2
1132,Hoiatus lese naise eest,1028,2
1133,Hoiatus lese eest,1028,2
1134,Hoiatus lesenaise eest,1028,2
1135,Hoiatus lesest naisest,1028,2
1136,Hoiatus lesknaise eest,1028,2
1137,Hoiatus lesknaisest,1028,2
1138,Hoiatus lesenaise eest.,1028,2
1139,Hoiatus suure ja pika naise eest,1027,2
1141,Hoiatus suurest naisest,1027,2
1142,Teohobuse söök,939,2
1143,Teohobuse kiitus,973,2
1144,Teohobuse kiitmine,973,2
1145,Ori läheb ära,703,2
1146,Ori lahkub,703,2
1147,Suur siga,1042,2
1148,Seatapmine,1042,2
1150,Seatapp,1042,2
1151,Kuld jälgedes,1039,2
1152,Kuld jälje peal,1039,2
1153,Kuld jälje sees,1039,2
1154,Kuld põleb,1043,2
1155,Kuld (põleb) / Kulla põlemine,1043,2
1156,Kuld põlema,1043,2
1157,Kuld põleb ja Pisar pilves,1043,2
1158,Orjade rada,485,2
1159,Orjade tee,485,2
1160,Halb neiu kaup,967,2
1161,Kallis neiu kaup,930,2
1162,Kallis neiukaup,930,2
1163,Odav neiu kaup,967,2
1164,Miks põllepõli parem,1045,2
1165,Põllepõli,1046,2
1166,Tütart oodatakse koju,845,2
1167,Neidu oodatakse koju,845,2
1168,Oodatakse koju tööd tegema,845,2
1169,Oodatakse koju tööle,845,2
1170,Ikka peab ori olema,628,2
1171,Ikka pean ori olema,628,2
1172,Hunt Anne hammustanud,1047,2
1173,Hunt hammustanud,1047,2
1174,Must mees,1048,2
1175,Must naine (mees),1048,2
1176,Must poiss,542,2
1177,Must mees (=naine),1048,2
1178,Musta poisi pesemine,1049,2
1179,Must poiss (põõsa alt),1049,2
1180,Musta mehe pesemine,1048,2
1181,Hallitanud poiss,1049,2
1182,Leiab hallitanud poisi metsast,1049,2
1183,Leiab metsast hallitanud poisi,1049,2
1184,Neiu leiab hallitanud poisi,1049,2
1185,Hallitanud hein,939,2
1186,Võitegemiselaul,1053,2
1187,Võitegemise sõnad,1053,2
1188,Võitegemise laul,1053,2
1190,"Kokku, koorekene!",1053,2
1191,Kokku kooreke,1053,2
1192,Kokku koorekene,1053,2
1193,Kokku - kooruke,1053,2
1194,Kokkusaamine,1054,2
1195,Kes aias,1,2
1196,Vahelt vaene,538,2
1197,Põgenemas,1058,2
1198,Põgenemine,1058,2
1199,"Saksa lapsed, talupoja lapsed",1059,2
1200,Saksa lapsed - sandid lapsed,1059,2
1201,Kullad kiikumas,268,2
1202,Kardab kullad kuluvat,283,2
1203,Kardavad kullad kuluvat,283,2
1204,"Kardavad, kullad kuluvad",283,2
1205,Kullade kulumine,283,2
1206,Kui kullad kokku saame,1064,2
1207,Kullad kokku,1064,2
1208,Kullad koos,1064,2
1209,Kunas kullad kokku saame,1064,2
1210,Kunas kullad kokku saame?,1064,2
1211,Kus kullad kokku saame,1064,2
1212,Kõik kullad koju lähevad,1065,2
1213,Kodu kaugel,666,2
1214,(Kodu kaugel),1,2
1215,Ei saa palka,1018,2
1216,Palka laulikule,459,2
1217,Tütar ei saa palka,1018,2
1218,Tütar ei saa palka taadi rehepeksu eest,1018,2
1219,Tütar ei saa töö eest palka,1018,2
1220,Öösel üksi,449,2
1221,Õhtul üksi,449,2
1222,Öösi üksi,449,2
1223,Öösel üksi (?),449,2
1224,Öösel üksinda,449,2
1225,Öösi üksinda,449,2
1226,Põlatud laps,560,2
1227,Põlatud laps - mutiks mätta alla,1067,2
1228,Kasvatus asjata - kangekaelne,830,2
1229,Kasvatus asjata - nekrutiks,1069,2
1230,Kasvatus asjata - soldatiks,1069,2
1231,"Kasvatus asjata, soldatiks",1069,2
1232,Jänese õhkamine,1071,2
1233,Jänese ohkamine,1071,2
1234,Vanapoiss,1075,2
1235,Oldermann,399,2
1236,(Oldermanni) Keti laul,326,2
1237,(?) Oldermann,326,2
1238,Kuke õlu,1080,2
1239,Lindude õlu,752,2
1240,Õlu,1081,2
1241,Tihase õlu,752,2
1242,"Õlut joome, teist teeme",1082,2
1243,(Humal) mehed mütsita müravad,764,2
1244,"Miks, kiigeke, kidised?",288,2
1245,Mis sa kiigeke kidised,288,2
1246,Noormehed uhked (ei saa naist),831,2
1252,Külm välja võtnud,906,2
1253,Külm vilja võtnud - poisid norus,906,2
1254,Külm vilja võtnud,906,2
1255,Külm vilja võtnud - poisid kurvad,906,2
1256,Pole isa olnudki,655,2
1257,"Pole isa, kõrts õpetab",1095,2
1258,"Pole isa, ema - kõrtsilaud õpetaja",1095,2
1259,Pole isa - kõrts õpetaja,1095,2
1260,Pole isa olnudki - ema haual,655,2
1261,Halb kündja,1097,2
1262,Tore neiu,969,2
1263,Tore peiu,1108,2
1264,Tore poiss,1108,2
1265,3 rätikut,1109,2
1266,3 rätti,1109,2
1267,3 põldu,376,2
1268,Imelik tore poiss,1108,2
1269,Tore sõitja,826,2
1270,Hundisõnad,738,2
1271,Minija meelevald,919,2
1272,Minijapõli,919,2
1273,Minija vald,919,2
1274,Minija põli,919,2
1275,Minija palk,1112,2
1276,Minija mehe kodus,1113,2
1277,"Arvalt orja kiidetakse, miniat ei iialgi",629,2
1278,Minia ei saa tööst palka,1112,2
1279,Minia ei saa tööst tasu,1112,2
1280,Minia meelevald,919,2
1281,Minia palk,1112,2
1282,Minia põli,1115,2
1283,Minia põlv,919,2
1284,Minia kurb põli,1112,2
1285,Miniapõlv,919,2
1286,Miniat ei kiideta iial,629,2
1287,Tuim neiu,1117,2
1288,Tunnen tuima,1117,2
1289,Tuima neiu tundemärgid,1117,2
1290,Tuimad neiud,1117,2
1291,Tunne tuima,1117,2
1292,Tunneb tuima neiu,1117,2
1293,Tunneb tuima,1117,2
1294,Tunned tuima,1117,2
1295,Viin ja tubakas,1121,2
1296,Viin,1122,2
1297,Viinalaul,1122,2
1298,Viinake,1122,2
1299,Vilu vilja viinud,1123,2
